A549/ATCC," A-549 cell line, CCLV",Disease: Lung adenocarcinoma,Category: Cancer cell line
A549/ATCC," A-549 cell line, ICLC",Disease: Lung adenocarcinoma,Category: Cancer cell line
Cell_line,name,disease,category
NCI-H322M," NCI-H322M cell line, NCI-DTP",Disease: Minimally invasive lung adenocarcinoma,Category: Cancer cell line
NCI-H322M," NCI-H322 cell line, ECACC",Disease: Minimally invasive lung adenocarcinoma,Category: Cancer cell line
NCI-H322M," NCI-H322 cell line, KCLB",Disease: Minimally invasive lung adenocarcinoma,Category: Cancer cell line
NCI-H322M," NCI-H322 cell line, ATCC",Disease: Minimally invasive lung adenocarcinoma,Category: Cancer cell line
Cell_line,name,disease,category
CCRF-CEM," CCRF-CEM cell line, NCI-DTP",Disease: Childhood T acute lymphoblastic leukemia,Category: Cancer cell line
CCRF-CEM," CCRF-CEM cell line, CLS",Disease: Childhood T acute lymphoblastic leukemia,Category: Cancer cell line
CCRF-CEM," CCRF-CEM C7 cell line, ",Disease: Childhood T acute lymphoblastic leukemia,Category: Cancer cell line
CCRF-CEM," CCRF-CEM C7A cell line, ",Disease: Childhood T acute lymphoblastic leukemia,Category: Cancer cell line
CCRF-CEM," CCRF-CEM R30/6 cell line, ",Disease: Childhood T acute lymphoblastic leukemia,Category: Cancer cell line
CCRF-CEM," CCRF-CEM R3/7 cell line, ",Disease: Childhood T acute lymphoblastic leukemia,Category: Cancer cell line
CCRF-CEM," CCRF-CEM R30dm cell line, ",Disease: Childhood T acute lymphoblastic leukemia,Category: Cancer cell line
CCRF-CEM," CCRF-CEM C7H2 cell line, ",Disease: Childhood T acute lymphoblastic leukemia,Category: Cancer cell line
CCRF-CEM," CCRF-CEM C7H2-2C8 cell line, ",Disease: Childhood T acute lymphoblastic leukemia,Category: Cancer cell line
CCRF-CEM," CCRF-CEM cell line, JCRB",Disease: Childhood T acute lymphoblastic leukemia,Category: Cancer cell line
Cell_line,name,disease,category
SK-OV-3," SK-OV-3 cell line, NCI-DTP",Disease: Ovarian serous cystadenocarcinoma,Category: Cancer cell line
SK-OV-3," SK-OV-3 cell line, CLS",Disease: Ovarian serous cystadenocarcinoma,Category: Cancer cell line
SK-OV-3," LINTERNA SK-OV-3 cell line, ",Disease: Ovarian serous cystadenocarcinoma,Category: Cancer cell line
SK-OV-3," SK-OV-3 cell line, ATCC",Disease: Ovarian serous cystadenocarcinoma,Category: Cancer cell line
SK-OV-3," SK-OV-3 cell line, KCLB",Disease: Ovarian serous cystadenocarcinoma,Category: Cancer cell line
SK-OV-3," SK-OV-3 cell line, IZSLER",Disease: Ovarian serous cystadenocarcinoma,Category: Cancer cell line
SK-OV-3," SK-OV-3 cell line, KCB",Disease: Ovarian serous cystadenocarcinoma,Category: Cancer cell line
SK-OV-3," SK-OV-3 cell line, NCBI_Iran",Disease: Ovarian serous cystadenocarcinoma,Category: Cancer cell line
SK-OV-3," SK-OV-3 cell line, ECACC",Disease: Ovarian serous cystadenocarcinoma,Category: Cancer cell line
SK-OV-3," SK-OV-3 cell line, ICLC",Disease: Ovarian serous cystadenocarcinoma,Category: Cancer cell line
Cell_line,name,disease,category
NCI-H226," NCI-H226 cell line, NCI-DTP",Disease: Pleural epithelioid mesothelioma,Category: Cancer cell line
NCI-H226," NCI-H226 cell line, KCLB",Disease: Pleural epithelioid mesothelioma,Category: Cancer cell line
NCI-H226," NCI-H226 cell line, ATCC",Disease: Pleural epithelioid mesothelioma,Category: Cancer cell line
NCI-H226," NCI-H226b cell line, ",Disease: Pleural epithelioid mesothelioma,Category: Cancer cell line
NCI-H226," NCI-H226Br cell line, ",Disease: Pleural epithelioid mesothelioma,Category: Cancer cell line
Cell_line,name,disease,category
HOP-62," HOP-62 cell line, NCI-DTP",Disease: Lung adenocarcinoma,Category: Cancer cell line
Cell_line,name,disease,category
OVCAR-5," OVCAR-5 cell line, NCI-DTP",Disease: High grade ovarian serous adenocarcinoma,Category: Cancer cell line
OVCAR-5," OVCAR-5-CisR cell line, ",Disease: High grade ovarian serous adenocarcinoma,Category: Cancer cell line
OVCAR-5," OVCAR-5/RFP cell line, ",Disease: High grade ovarian serous adenocarcinoma,Category: Cancer cell line
Cell_line,name,disease,category
HCT-116," HCT 116 cell line, NCI-DTP",Disease: Colon carcinoma,Category: Cancer cell line
HCT-116," HCT 116 cell line, CLS",Disease: Colon carcinoma,Category: Cancer cell line
HCT-116," CellSensor LEF/TCF-bla HCT-116 cell line, ",Disease: Colon carcinoma,Category: Cancer cell line
HCT-116," CellSensor p53RE-bla HCT-116 cell line, ",Disease: Colon carcinoma,Category: Cancer cell line
HCT-116," CellSensor HRE-bla HCT-116 cell line, ",Disease: Colon carcinoma,Category: Cancer cell line
HCT-116," CellSensor Myc-bla HCT-116 cell line, ",Disease: Colon carcinoma,Category: Cancer cell line
HCT-116," HCT 116 cell line, KCB",Disease: Colon carcinoma,Category: Cancer cell line
HCT-116," HCT 116 cell line, BCRJ",Disease: Colon carcinoma,Category: Cancer cell line
HCT-116," HCT 116 cell line, ATCC",Disease: Colon carcinoma,Category: Cancer cell line
HCT-116," HCT 116 cell line, BCRC",Disease: Colon carcinoma,Category: Cancer cell line
Cell_line,name,disease,category
HT29," HT-29 cell line, NCI-DTP",Disease: Colon adenocarcinoma,Category: Cancer cell line
HT29," HT-29 cell line, CLS",Disease: Colon adenocarcinoma,Category: Cancer cell line
HT29," HT-29 cell line, CCLV",Disease: Colon adenocarcinoma,Category: Cancer cell line
HT29," HT-29 cell line, ICLC",Disease: Colon adenocarcinoma,Category: Cancer cell line
HT29," HT-29 cell line, DSMZ",Disease: Colon adenocarcinoma,Category: Cancer cell line
HT29," HT-29 cell line, KCB",Disease: Colon adenocarcinoma,Category: Cancer cell line
HT29," HT-29 cell line, KCLB",Disease: Colon adenocarcinoma,Category: Cancer cell line
HT29," HT-29 cell line, NCBI_Iran",Disease: Colon adenocarcinoma,Category: Cancer cell line
HT29," HT-29 cell line, ECACC",Disease: Colon adenocarcinoma,Category: Cancer cell line
HT29," HT-29 cell line, ATCC",Disease: Colon adenocarcinoma,Category: Cancer cell line
Cell_line,name,disease,category
NCI-H460," NCI-H460 cell line, NCI-DTP",Disease: Large cell lung carcinoma,Category: Cancer cell line
NCI-H460," NCI-H460-Red-Fluc cell line, ",Disease: Large cell lung carcinoma,Category: Cancer cell line
NCI-H460," PathHunter NCI-H460 CDC25A Degradation cell line, ",Disease: Large cell lung carcinoma,Category: Cancer cell line
NCI-H460," NCI-H460 MX10 cell line, ",Disease: Large cell lung carcinoma,Category: Cancer cell line
NCI-H460," NCI-H460 cell line, KCLB",Disease: Large cell lung carcinoma,Category: Cancer cell line
NCI-H460," NCI-H460 cell line, BCRC",Disease: Large cell lung carcinoma,Category: Cancer cell line
NCI-H460," NCI-H460 cell line, DSMZ",Disease: Large cell lung carcinoma,Category: Cancer cell line
NCI-H460," NCI-H460 cell line, KCB",Disease: Large cell lung carcinoma,Category: Cancer cell line
NCI-H460," NCI-H460 cell line, CCLV",Disease: Large cell lung carcinoma,Category: Cancer cell line
NCI-H460," NCI-H460 cell line, IZSLER",Disease: Large cell lung carcinoma,Category: Cancer cell line
Cell_line,name,disease,category
NCI/ADR-RES," NCI-ADR-RES cell line, NCI-DTP",Disease: High grade ovarian serous adenocarcinoma,Category: Cancer cell line
Cell_line,name,disease,category
K-562," K-562 cell line, NCI-DTP","Disease: Chronic myelogenous leukemia, BCR-ABL1 positive",Category: Cancer cell line
K-562," K-562 cell line, CLS","Disease: Chronic myelogenous leukemia, BCR-ABL1 positive",Category: Cancer cell line
K-562," K562(A) cell line, ","Disease: Chronic myelogenous leukemia, BCR-ABL1 positive",Category: Cancer cell line
K-562," K562(S) cell line, ","Disease: Chronic myelogenous leukemia, BCR-ABL1 positive",Category: Cancer cell line
K-562," K-562 CRISPRa cell line, ","Disease: Chronic myelogenous leukemia, BCR-ABL1 positive",Category: Cancer cell line
K-562," K-562 CRISPRa+SaCas9 clone C7 cell line, ","Disease: Chronic myelogenous leukemia, BCR-ABL1 positive",Category: Cancer cell line
K-562," K-562 CRISPRa+SaCas9 clone C11 cell line, ","Disease: Chronic myelogenous leukemia, BCR-ABL1 positive",Category: Cancer cell line
K-562," K-562 SimpleCell O-GalNAc cell line, ","Disease: Chronic myelogenous leukemia, BCR-ABL1 positive",Category: Cancer cell line
K-562," K-562 cell line, KCLB","Disease: Chronic myelogenous leukemia, BCR-ABL1 positive",Category: Cancer cell line
K-562," K-562 cell line, CCLV","Disease: Chronic myelogenous leukemia, BCR-ABL1 positive",Category: Cancer cell line
Cell_line,name,disease,category
U251," U-251MG cell line, NCI-DTP",Disease: Astrocytoma,Category: Cancer cell line
U251," U-251MG cell line, CLS",Disease: Astrocytoma,Category: Cancer cell line
U251," U-251MG cell line, JCRB",Disease: Astrocytoma,Category: Cancer cell line
U251," U-251MG cell line, ECACC",Disease: Astrocytoma,Category: Cancer cell line
U251," U-251MG cell line, RCB",Disease: Astrocytoma,Category: Cancer cell line
U251," U-251MG cell line, KCB",Disease: Astrocytoma,Category: Cancer cell line
U251," U-251MG cell line, ICLC",Disease: Astrocytoma,Category: Cancer cell line
U251," BC-020 cell line, ","Disease: Invasive ductal carcinoma, not otherwise specified",Category: Cancer cell line
U251," U-251MG sp cell line, ",Disease: Astrocytoma,Category: Cancer cell line
U251," U-251MG AgCl1 cell line, ",Disease: Astrocytoma,Category: Cancer cell line
Cell_line,name,disease,category
RXF 393," RXF 393L cell line, NCI-DTP",Disease: Renal cell carcinoma,Category: Cancer cell line
Cell_line,name,disease,category
HOP-18," HOP-18 cell line, NCI-DTP",Disease: Large cell lung carcinoma,Category: Cancer cell line
Cell_line,name,disease,category
DMS 114," DMS 114 cell line, NCI-DTP",Disease: Small cell lung carcinoma,Category: Cancer cell line
DMS 114," DMS 114 cell line, ATCC",Disease: Small cell lung carcinoma,Category: Cancer cell line
Cell_line,name,disease,category
LOX IMVI," LOX-IMVI cell line, NCI-DTP",Disease: Amelanotic melanoma,Category: Cancer cell line
Cell_line,name,disease,category
DLD-1," DLD-1 cell line, CLS",Disease: Colon adenocarcinoma,Category: Cancer cell line
DLD-1," DLD-1 KRAS(+/-) 1 cell line, ",Disease: Colon adenocarcinoma,Category: Cancer cell line
DLD-1," DLD-1 KRAS(+/-) 2 cell line, ",Disease: Colon adenocarcinoma,Category: Cancer cell line
DLD-1," DLD-1 PIK3CA E545K KO cell line, ",Disease: Colon adenocarcinoma,Category: Cancer cell line
DLD-1," DLD-1 BBC3(-/-) cell line, ",Disease: Colon adenocarcinoma,Category: Cancer cell line
DLD-1," DLD-1 FBXW7(-/-) cell line, ",Disease: Colon adenocarcinoma,Category: Cancer cell line
DLD-1," DLD-1 AKT1(-/-) cell line, ",Disease: Colon adenocarcinoma,Category: Cancer cell line
DLD-1," DLD-1 AKT2(-/-) cell line, ",Disease: Colon adenocarcinoma,Category: Cancer cell line
DLD-1," DLD-1 BRCA2(+/-) cell line, ",Disease: Colon adenocarcinoma,Category: Cancer cell line
DLD-1," DLD-1 BRCA2(-/-) cell line, ",Disease: Colon adenocarcinoma,Category: Cancer cell line
Cell_line,name,disease,category
HOP-92," HOP-92 cell line, ",Disease: Non-small cell lung carcinoma,Category: Cancer cell line
Cell_line,name,disease,category
Malme-3M," Malme-3M cell line, NCI-DTP",Disease: Melanoma,Category: Cancer cell line
Malme-3M," Malme-3M cell line, KCLB",Disease: Melanoma,Category: Cancer cell line
Malme-3M," Malme-3M cell line, BCRJ",Disease: Melanoma,Category: Cancer cell line
Malme-3M," Malme-3M cell line, ATCC",Disease: Melanoma,Category: Cancer cell line
Malme-3M," Malme-3 cell line, BCRJ",Disease: ,Category: Finite cell line
Malme-3M," Malme-3 cell line, ATCC",Disease: ,Category: Finite cell line
Malme-3M," Malme-3S cell line, ",Disease: Melanoma,Category: Cancer cell line
Cell_line,name,disease,category
SW-620," SW620 cell line, NCI-DTP",Disease: Colon adenocarcinoma,Category: Cancer cell line
SW-620," SW620 cell line, CLS",Disease: Colon adenocarcinoma,Category: Cancer cell line
SW-620," SW620 cell line, KCLB",Disease: Colon adenocarcinoma,Category: Cancer cell line
SW-620," SW620 cell line, ATCC",Disease: Colon adenocarcinoma,Category: Cancer cell line
SW-620," SW620 cell line, KCB",Disease: Colon adenocarcinoma,Category: Cancer cell line
SW-620," SW620 cell line, BCRC",Disease: Colon adenocarcinoma,Category: Cancer cell line
SW-620," SW620 cell line, ECACC",Disease: Colon adenocarcinoma,Category: Cancer cell line
SW-620," SW620 cell line, ICLC",Disease: Colon adenocarcinoma,Category: Cancer cell line
SW-620," SW620 cell line, KCLB",Disease: Colon adenocarcinoma,Category: Cancer cell line
SW-620," SW620-OX cell line, ",Disease: Colon adenocarcinoma,Category: Cancer cell line
Cell_line,name,disease,category
HCC-2998," HCC2998 cell line, NCI-DTP",Disease: Colon adenocarcinoma,Category: Cancer cell line
Cell_line,name,disease,category
Hs 578T," Hs 578T cell line, NCI-DTP","Disease: Invasive ductal carcinoma, not otherwise specified",Category: Cancer cell line
Hs 578T," Hs 578T cell line, KCB","Disease: Invasive ductal carcinoma, not otherwise specified",Category: Cancer cell line
Hs 578T," Hs 578T cell line, KCLB","Disease: Invasive ductal carcinoma, not otherwise specified",Category: Cancer cell line
Hs 578T," Hs 578T cell line, BCRC","Disease: Invasive ductal carcinoma, not otherwise specified",Category: Cancer cell line
Hs 578T," Hs 578T cell line, ECACC","Disease: Invasive ductal carcinoma, not otherwise specified",Category: Cancer cell line
Hs 578T," Hs 578T cell line, DSMZ","Disease: Invasive ductal carcinoma, not otherwise specified",Category: Cancer cell line
Hs 578T," Hs 578T cell line, ATCC","Disease: Invasive ductal carcinoma, not otherwise specified",Category: Cancer cell line
Hs 578T," Hs 578T cell line, ATCC","Disease: Invasive ductal carcinoma, not otherwise specified",Category: Cancer cell line
Hs 578T," Hs 578T cell line, ICLC","Disease: Invasive ductal carcinoma, not otherwise specified",Category: Cancer cell line
Hs 578T," Hs578T-Dox cell line, ","Disease: Invasive ductal carcinoma, not otherwise specified",Category: Cancer cell line
Cell_line,name,disease,category
HL-60(TB)," HL-60(TB) cell line, NCI-DTP",Disease: Adult acute myeloid leukemia,Category: Cancer cell line
Cell_line,name,disease,category
SNB-75," SNB-75 cell line, NCI-DTP",Disease: Glioblastoma,Category: Cancer cell line
Cell_line,name,disease,category
KM12," KM12 cell line, NCI-DTP",Disease: Colon carcinoma,Category: Cancer cell line
KM12," KM12-L4 cell line, KCLB",Disease: Colon carcinoma,Category: Cancer cell line
KM12," KM12-C cell line, ATCC",Disease: Colon carcinoma,Category: Cancer cell line
KM12," KM12-C cell line, KCLB",Disease: Colon carcinoma,Category: Cancer cell line
KM12," KM12 MX10 cell line, ",Disease: Colon carcinoma,Category: Cancer cell line
KM12," KM12-SM cell line, KCLB",Disease: Colon carcinoma,Category: Cancer cell line
KM12," KM12-Luc cell line, JCRB",Disease: Colon carcinoma,Category: Cancer cell line
KM12," KM12-Luc cell line, JCRB",Disease: Colon carcinoma,Category: Cancer cell line
KM12," PCRP-TERF2IP-1B6 cell line, ",Disease: ,Category: Hybridoma
KM12," KM12-HX cell line, ",Disease: Colon carcinoma,Category: Cancer cell line
Cell_line,name,disease,category
LXFL 529," LXFL 529L cell line, NCI-DTP",Disease: Non-small cell lung carcinoma,Category: Cancer cell line
Cell_line,name,disease,category
SF-295," SF295 cell line, ",Disease: Glioblastoma,Category: Cancer cell line
SF-295," SF295 MX10 cell line, ",Disease: Glioblastoma,Category: Cancer cell line
SF-295," SF295/BN50 cell line, ",Disease: Glioblastoma,Category: Cancer cell line
SF-295," SF295/hCPT50 cell line, ",Disease: Glioblastoma,Category: Cancer cell line
Cell_line,name,disease,category
HCT-15," HCT 15 cell line, NCI-DTP",Disease: Colon adenocarcinoma,Category: Cancer cell line
HCT-15," HCT 15 cell line, CLS",Disease: Colon adenocarcinoma,Category: Cancer cell line
HCT-15," HCT 15 cell line, KCLB",Disease: Colon adenocarcinoma,Category: Cancer cell line
HCT-15," HCT 15 cell line, RCB",Disease: Colon adenocarcinoma,Category: Cancer cell line
HCT-15," HCT 15 cell line, DSMZ",Disease: Colon adenocarcinoma,Category: Cancer cell line
HCT-15," HCT 15 cell line, ECACC",Disease: Colon adenocarcinoma,Category: Cancer cell line
HCT-15," HCT 15 cell line, KCB",Disease: Colon adenocarcinoma,Category: Cancer cell line
HCT-15," HCT 15 cell line, ATCC",Disease: Colon adenocarcinoma,Category: Cancer cell line
HCT-15," HCT 15 cell line, TKG",Disease: Colon adenocarcinoma,Category: Cancer cell line
HCT-15," HCT 15 cell line, BCRC",Disease: Colon adenocarcinoma,Category: Cancer cell line
Cell_line,name,disease,category
SK-MEL-28," SK-MEL-28 cell line, NCI-DTP",Disease: Cutaneous melanoma,Category: Cancer cell line
SK-MEL-28," SK-MEL-28 cell line, CLS",Disease: Cutaneous melanoma,Category: Cancer cell line
SK-MEL-28," SK-MEL-28 cell line, TKG",Disease: Cutaneous melanoma,Category: Cancer cell line
SK-MEL-28," SK-MEL-28 cell line, ICLC",Disease: Cutaneous melanoma,Category: Cancer cell line
SK-MEL-28," SK-MEL-28 cell line, BCRJ",Disease: Cutaneous melanoma,Category: Cancer cell line
SK-MEL-28," SK-MEL-28 cell line, RCB",Disease: Cutaneous melanoma,Category: Cancer cell line
SK-MEL-28," SK-MEL-28 cell line, ATCC",Disease: Cutaneous melanoma,Category: Cancer cell line
SK-MEL-28," SK-MEL-28-VR cell line, ",Disease: Cutaneous melanoma,Category: Cancer cell line
SK-MEL-28," SK-MEL-28DDR1-PLXAZD cell line, ",Disease: Cutaneous melanoma,Category: Cancer cell line
SK-MEL-28," SK-MEL-28R1-PLX cell line, ",Disease: Cutaneous melanoma,Category: Cancer cell line
Cell_line,name,disease,category
IGROV1," IGROV-1 cell line, NCI-DTP",Disease: Ovarian endometrioid adenocarcinoma,Category: Cancer cell line
IGROV1," IGROV-1/MX3 cell line, ",Disease: Ovarian endometrioid adenocarcinoma,Category: Cancer cell line
IGROV1," IGROV-1/T8 cell line, ",Disease: Ovarian endometrioid adenocarcinoma,Category: Cancer cell line
IGROV1," IGROV-1/APL cell line, ",Disease: Ovarian endometrioid adenocarcinoma,Category: Cancer cell line
IGROV1," IGROV-1/25 ET cell line, ",Disease: Ovarian endometrioid adenocarcinoma,Category: Cancer cell line
IGROV1," IGROV-1/Pt0.5 cell line, ",Disease: Ovarian endometrioid adenocarcinoma,Category: Cancer cell line
IGROV1," IGROV-1/Pt1 cell line, ",Disease: Ovarian endometrioid adenocarcinoma,Category: Cancer cell line
IGROV1," IGROV-1/CP cell line, ",Disease: Ovarian endometrioid adenocarcinoma,Category: Cancer cell line
Cell_line,name,disease,category
T-47D," T-47D cell line, NCI-DTP","Disease: Invasive ductal carcinoma, not otherwise specified",Category: Cancer cell line
T-47D," T-47D cell line, CLS","Disease: Invasive ductal carcinoma, not otherwise specified",Category: Cancer cell line
T-47D," T-47D shPARG cell line, ","Disease: Invasive ductal carcinoma, not otherwise specified",Category: Cancer cell line
T-47D," T-47D SimpleCell O-GalNAc cell line, ","Disease: Invasive ductal carcinoma, not otherwise specified",Category: Cancer cell line
T-47D," T-47D Tet-On cell line, ","Disease: Invasive ductal carcinoma, not otherwise specified",Category: Cancer cell line
T-47D," T-47D Tet-Off cell line, ","Disease: Invasive ductal carcinoma, not otherwise specified",Category: Cancer cell line
T-47D," T-47D cell line, ICLC","Disease: Invasive ductal carcinoma, not otherwise specified",Category: Cancer cell line
T-47D," T-47D cell line, NCBI_Iran","Disease: Invasive ductal carcinoma, not otherwise specified",Category: Cancer cell line
T-47D," T-47D cell line, BCRJ","Disease: Invasive ductal carcinoma, not otherwise specified",Category: Cancer cell line
T-47D," T-47D cell line, KCB","Disease: Invasive ductal carcinoma, not otherwise specified",Category: Cancer cell line
Cell_line,name,disease,category
MCF7," MCF-7 cell line, NCI-DTP","Disease: Invasive ductal carcinoma, not otherwise specified",Category: Cancer cell line
MCF7," MCF-7 cell line, CLS","Disease: Invasive ductal carcinoma, not otherwise specified",Category: Cancer cell line
MCF7," MCF-7 cell line, JCRB","Disease: Invasive ductal carcinoma, not otherwise specified",Category: Cancer cell line
MCF7," MCF-7 cell line, NCBI_Iran","Disease: Invasive ductal carcinoma, not otherwise specified",Category: Cancer cell line
MCF7," MCF-7 cell line, ATCC","Disease: Invasive ductal carcinoma, not otherwise specified",Category: Cancer cell line
MCF7," MCF-7 cell line, KCLB","Disease: Invasive ductal carcinoma, not otherwise specified",Category: Cancer cell line
MCF7," MCF-7 cell line, JCRB","Disease: Invasive ductal carcinoma, not otherwise specified",Category: Cancer cell line
MCF7," MCF-7 cell line, IZSLER","Disease: Invasive ductal carcinoma, not otherwise specified",Category: Cancer cell line
MCF7," MCF-7 cell line, ECACC","Disease: Invasive ductal carcinoma, not otherwise specified",Category: Cancer cell line
MCF7," MCF-7 cell line, KCB","Disease: Invasive ductal carcinoma, not otherwise specified",Category: Cancer cell line
Cell_line,name,disease,category
MDA-MB-435," MDA-MB-435 cell line, NCI-DTP",Disease: Amelanotic melanoma,Category: Cancer cell line
MDA-MB-435," MDA-MB-435HGF cell line, ",Disease: Amelanotic melanoma,Category: Cancer cell line
MDA-MB-435," MDA-MB-435-BAG cell line, ",Disease: Amelanotic melanoma,Category: Cancer cell line
MDA-MB-435," MDA-MB-435S cell line, KCB",Disease: Amelanotic melanoma,Category: Cancer cell line
MDA-MB-435," MDA-MB-435S cell line, ATCC",Disease: Amelanotic melanoma,Category: Cancer cell line
MDA-MB-435," MDA-MB-435S cell line, CLS",Disease: Amelanotic melanoma,Category: Cancer cell line
MDA-MB-435," MDA-MB-435S cell line, BCRJ",Disease: Amelanotic melanoma,Category: Cancer cell line
MDA-MB-435," MDA-MB-435S cell line, ICLC",Disease: Amelanotic melanoma,Category: Cancer cell line
MDA-MB-435," MDA-MB-435 cell line, ATCC",Disease: Amelanotic melanoma,Category: Cancer cell line
MDA-MB-435," MDA-MB-435-LCC15 cell line, ",Disease: Amelanotic melanoma,Category: Cancer cell line
Cell_line,name,disease,category
DMS 273," DMS 273 cell line, ECACC",Disease: Small cell lung carcinoma,Category: Cancer cell line
Cell_line,name,disease,category
COLO 205," COLO 205 cell line, NCI-DTP",Disease: Colon adenocarcinoma,Category: Cancer cell line
COLO 205," COLO 205 cell line, CLS",Disease: Colon adenocarcinoma,Category: Cancer cell line
COLO 205," COLO 205 cell line, KCLB",Disease: Colon adenocarcinoma,Category: Cancer cell line
COLO 205," COLO 205 cell line, ECACC",Disease: Colon adenocarcinoma,Category: Cancer cell line
COLO 205," COLO 205 cell line, RCB",Disease: Colon adenocarcinoma,Category: Cancer cell line
COLO 205," COLO 205 cell line, KCB",Disease: Colon adenocarcinoma,Category: Cancer cell line
COLO 205," COLO 205 cell line, TKG",Disease: Colon adenocarcinoma,Category: Cancer cell line
COLO 205," COLO 205 cell line, BCRC",Disease: Colon adenocarcinoma,Category: Cancer cell line
COLO 205," COLO 205 cell line, ATCC",Disease: Colon adenocarcinoma,Category: Cancer cell line
COLO 205," COLO 205 cell line, ICLC",Disease: Colon adenocarcinoma,Category: Cancer cell line
Cell_line,name,disease,category
Calu-1," Calu-1 cell line, CLS",Disease: Squamous cell lung carcinoma,Category: Cancer cell line
Calu-1," Calu-1 W5S2 cell line, ",Disease: Squamous cell lung carcinoma,Category: Cancer cell line
Calu-1," Calu-1 W5-6 cell line, ATCC",Disease: Squamous cell lung carcinoma,Category: Cancer cell line
Calu-1," Calu-1 cell line, ECACC",Disease: Squamous cell lung carcinoma,Category: Cancer cell line
Calu-1," Calu-1 cell line, ICLC",Disease: Squamous cell lung carcinoma,Category: Cancer cell line
Calu-1," Calu-1 cell line, ATCC",Disease: Squamous cell lung carcinoma,Category: Cancer cell line
Calu-1," Calu-1 cell line, IZSLER",Disease: Squamous cell lung carcinoma,Category: Cancer cell line
Cell_line,name,disease,category
OVCAR-8," OVCAR-8 cell line, NCI-DTP",Disease: High grade ovarian serous adenocarcinoma,Category: Cancer cell line
OVCAR-8," OVCAR-8 RIA cell line, ",Disease: High grade ovarian serous adenocarcinoma,Category: Cancer cell line
OVCAR-8," OVCAR-8 RIIB cell line, ",Disease: High grade ovarian serous adenocarcinoma,Category: Cancer cell line
OVCAR-8," OV-1847 cell line, ",Disease: High grade ovarian serous adenocarcinoma,Category: Cancer cell line
OVCAR-8," NCI-ADR-RES cell line, NCI-DTP",Disease: High grade ovarian serous adenocarcinoma,Category: Cancer cell line
Cell_line,name,disease,category
Cell_line,name,disease,category
OVCAR-3," OVCAR-3 cell line, NCI-DTP",Disease: High grade ovarian serous adenocarcinoma,Category: Cancer cell line
OVCAR-3," OVCAR-3 cell line, CLS",Disease: High grade ovarian serous adenocarcinoma,Category: Cancer cell line
OVCAR-3," OVCAR-3 SimpleCell O-GalNAc cell line, ",Disease: High grade ovarian serous adenocarcinoma,Category: Cancer cell line
OVCAR-3," OVCAR-3 cell line, ICLC",Disease: High grade ovarian serous adenocarcinoma,Category: Cancer cell line
OVCAR-3," OVCAR-3 cell line, TKG",Disease: High grade ovarian serous adenocarcinoma,Category: Cancer cell line
OVCAR-3," OVCAR-3 cell line, ATCC",Disease: High grade ovarian serous adenocarcinoma,Category: Cancer cell line
OVCAR-3," OVCAR-3 cell line, KCLB",Disease: High grade ovarian serous adenocarcinoma,Category: Cancer cell line
